time_us, raw_offset, corrected_time, state, confidence, result
66600000, offset=187.0, corrected=66600092, state=NORMAL, confidence=0.990, result=PASS
66700000, offset=275.0, corrected=66700092, state=NORMAL, confidence=0.990, result=PASS
66800000, offset=67.0, corrected=66800092, state=NORMAL, confidence=0.990, result=PASS
66900000, offset=254.0, corrected=66900094, state=NORMAL, confidence=0.990, result=PASS
67000000, offset=262.0, corrected=67000101, state=NORMAL, confidence=0.990, result=PASS
67100000, offset=96.0, corrected=67100107, state=NORMAL, confidence=0.990, result=PASS
67200000, offset=182.0, corrected=67200103, state=NORMAL, confidence=0.990, result=PASS
67300000, offset=181.0, corrected=67300101, state=NORMAL, confidence=0.990, result=PASS
67400000, offset=129.0, corrected=67400098, state=NORMAL, confidence=0.990, result=PASS
67500000, offset=161.0, corrected=67500095, state=NORMAL, confidence=0.990, result=PASS
67600000, offset=144.0, corrected=67600091, state=NORMAL, confidence=0.990, result=PASS
67700000, offset=287.0, corrected=67700088, state=NORMAL, confidence=0.990, result=PASS
67800000, offset=246.0, corrected=67800086, state=NORMAL, confidence=0.990, result=PASS
67900000, offset=263.0, corrected=67900093, state=NORMAL, confidence=0.990, result=PASS
68000000, offset=236.0, corrected=68000099, state=NORMAL, confidence=0.990, result=PASS
68100000, offset=143.0, corrected=68100105, state=NORMAL, confidence=0.990, result=PASS
68200000, offset=173.0, corrected=68200109, state=NORMAL, confidence=0.990, result=PASS
68300000, offset=224.0, corrected=68300109, state=NORMAL, confidence=0.990, result=PASS
68400000, offset=138.0, corrected=68400105, state=NORMAL, confidence=0.990, result=PASS
68500000, offset=235.0, corrected=68500101, state=NORMAL, confidence=0.990, result=PASS
68600000, offset=187.0, corrected=68600100, state=NORMAL, confidence=0.990, result=PASS
68700000, offset=181.0, corrected=68700098, state=NORMAL, confidence=0.990, result=PASS
68800000, offset=235.0, corrected=68800097, state=NORMAL, confidence=0.990, result=PASS
68900000, offset=222.0, corrected=68900100, state=NORMAL, confidence=0.990, result=PASS
69000000, offset=181.0, corrected=69000098, state=NORMAL, confidence=0.990, result=PASS
69100000, offset=257.0, corrected=69100101, state=NORMAL, confidence=0.990, result=PASS
69200000, offset=145.0, corrected=69200103, state=NORMAL, confidence=0.990, result=PASS
69300000, offset=230.0, corrected=69300105, state=NORMAL, confidence=0.990, result=PASS
69400000, offset=229.0, corrected=69400107, state=NORMAL, confidence=0.990, result=PASS
69500000, offset=184.0, corrected=69500109, state=NORMAL, confidence=0.990, result=PASS
69600000, offset=216.0, corrected=69600108, state=NORMAL, confidence=0.990, result=PASS
69700000, offset=137.0, corrected=69700108, state=NORMAL, confidence=0.990, result=PASS
69800000, offset=246.0, corrected=69800108, state=NORMAL, confidence=0.990, result=PASS
69900000, offset=190.0, corrected=69900105, state=NORMAL, confidence=0.990, result=PASS
70000000, offset=173.0, corrected=70000103, state=NORMAL, confidence=0.990, result=PASS
70100000, offset=252.0, corrected=70100101, state=NORMAL, confidence=0.990, result=PASS
70200000, offset=164.0, corrected=70200099, state=NORMAL, confidence=0.990, result=PASS
70300000, offset=129.0, corrected=70300096, state=NORMAL, confidence=0.990, result=PASS
70400000, offset=122.0, corrected=70400092, state=NORMAL, confidence=0.990, result=PASS
70500000, offset=230.0, corrected=70500089, state=NORMAL, confidence=0.990, result=PASS
70600000, offset=135.0, corrected=70600085, state=NORMAL, confidence=0.990, result=PASS
70700000, offset=287.0, corrected=70700081, state=NORMAL, confidence=0.990, result=PASS
70800000, offset=95.0, corrected=70800077, state=NORMAL, confidence=0.990, result=PASS
70900000, offset=284.0, corrected=70900083, state=NORMAL, confidence=0.990, result=PASS
71000000, offset=210.0, corrected=71000087, state=NORMAL, confidence=0.990, result=PASS
71100000, offset=195.0, corrected=71100091, state=NORMAL, confidence=0.990, result=PASS
71200000, offset=172.0, corrected=71200093, state=NORMAL, confidence=0.990, result=PASS
71300000, offset=219.0, corrected=71300096, state=NORMAL, confidence=0.990, result=PASS
71400000, offset=198.0, corrected=71400097, state=NORMAL, confidence=0.990, result=PASS
71500000, offset=255.0, corrected=71500098, state=NORMAL, confidence=0.990, result=PASS
71600000, offset=205.0, corrected=71600099, state=NORMAL, confidence=0.990, result=PASS
71700000, offset=207.0, corrected=71700100, state=NORMAL, confidence=0.990, result=PASS
71800000, offset=181.0, corrected=71800100, state=NORMAL, confidence=0.990, result=PASS
71900000, offset=197.0, corrected=71900101, state=NORMAL, confidence=0.990, result=PASS
72000000, offset=215.0, corrected=72000101, state=NORMAL, confidence=0.990, result=PASS
72100000, offset=114.0, corrected=72100101, state=NORMAL, confidence=0.990, result=PASS
72200000, offset=132.0, corrected=72200099, state=NORMAL, confidence=0.990, result=PASS
72300000, offset=237.0, corrected=72300098, state=NORMAL, confidence=0.990, result=PASS
72400000, offset=208.0, corrected=72400099, state=NORMAL, confidence=0.990, result=PASS
72500000, offset=190.0, corrected=72500098, state=NORMAL, confidence=0.990, result=PASS
72600000, offset=200.0, corrected=72600099, state=NORMAL, confidence=0.990, result=PASS
72700000, offset=217.0, corrected=72700100, state=NORMAL, confidence=0.990, result=PASS
72800000, offset=173.0, corrected=72800100, state=NORMAL, confidence=0.990, result=PASS
72900000, offset=161.0, corrected=72900099, state=NORMAL, confidence=0.990, result=PASS
73000000, offset=209.0, corrected=73000099, state=NORMAL, confidence=0.990, result=PASS
73100000, offset=151.0, corrected=73100096, state=NORMAL, confidence=0.990, result=PASS
73200000, offset=220.0, corrected=73200094, state=NORMAL, confidence=0.990, result=PASS
73300000, offset=114.0, corrected=73300090, state=NORMAL, confidence=0.990, result=PASS
73400000, offset=251.0, corrected=73400092, state=NORMAL, confidence=0.990, result=PASS
73500000, offset=223.0, corrected=73500095, state=NORMAL, confidence=0.990, result=PASS
73600000, offset=212.0, corrected=73600098, state=NORMAL, confidence=0.990, result=PASS
73700000, offset=249.0, corrected=73700101, state=NORMAL, confidence=0.990, result=PASS
73800000, offset=283.0, corrected=73800106, state=NORMAL, confidence=0.990, result=PASS
73900000, offset=250.0, corrected=73900110, state=NORMAL, confidence=0.990, result=PASS
74000000, offset=107.0, corrected=74000113, state=NORMAL, confidence=0.990, result=PASS
74100000, offset=136.0, corrected=74100116, state=NORMAL, confidence=0.990, result=PASS
74200000, offset=168.0, corrected=74200110, state=NORMAL, confidence=0.990, result=PASS
74300000, offset=201.0, corrected=74300104, state=NORMAL, confidence=0.990, result=PASS
74400000, offset=225.0, corrected=74400098, state=NORMAL, confidence=0.990, result=PASS
74500000, offset=163.0, corrected=74500095, state=NORMAL, confidence=0.990, result=PASS
74600000, offset=209.0, corrected=74600094, state=NORMAL, confidence=0.990, result=PASS
74700000, offset=162.0, corrected=74700094, state=NORMAL, confidence=0.990, result=PASS
74800000, offset=169.0, corrected=74800092, state=NORMAL, confidence=0.990, result=PASS
74900000, offset=129.0, corrected=74900090, state=NORMAL, confidence=0.990, result=PASS
75000000, offset=153.0, corrected=75000087, state=NORMAL, confidence=0.990, result=PASS
75100000, offset=132.0, corrected=75100085, state=NORMAL, confidence=0.990, result=PASS
75200000, offset=151.0, corrected=75200083, state=NORMAL, confidence=0.990, result=PASS
75300000, offset=252.0, corrected=75300081, state=NORMAL, confidence=0.990, result=PASS
75400000, offset=152.0, corrected=75400079, state=NORMAL, confidence=0.990, result=PASS
75500000, offset=331.0, corrected=75500078, state=NORMAL, confidence=0.990, result=WARN
75600000, offset=224.0, corrected=75600085, state=NORMAL, confidence=0.990, result=PASS
75700000, offset=209.0, corrected=75700091, state=NORMAL, confidence=0.990, result=PASS
75800000, offset=157.0, corrected=75800094, state=NORMAL, confidence=0.990, result=PASS
75900000, offset=235.0, corrected=75900099, state=NORMAL, confidence=0.990, result=PASS
76000000, offset=171.0, corrected=76000101, state=NORMAL, confidence=0.990, result=PASS
76100000, offset=206.0, corrected=76100101, state=NORMAL, confidence=0.990, result=PASS
76200000, offset=328.0, corrected=76200102, state=NORMAL, confidence=0.990, result=WARN
76300000, offset=195.0, corrected=76300102, state=NORMAL, confidence=0.990, result=PASS
76400000, offset=257.0, corrected=76400102, state=NORMAL, confidence=0.990, result=PASS
76500000, offset=164.0, corrected=76500102, state=NORMAL, confidence=0.990, result=PASS
76600000, offset=198.0, corrected=76600101, state=NORMAL, confidence=0.990, result=PASS
76700000, offset=288.0, corrected=76700101, state=NORMAL, confidence=0.990, result=PASS
76800000, offset=168.0, corrected=76800100, state=NORMAL, confidence=0.990, result=PASS
76900000, offset=290.0, corrected=76900100, state=NORMAL, confidence=0.990, result=PASS
77000000, offset=235.0, corrected=77000103, state=NORMAL, confidence=0.990, result=PASS
77100000, offset=171.0, corrected=77100106, state=NORMAL, confidence=0.990, result=PASS
77200000, offset=231.0, corrected=77200108, state=NORMAL, confidence=0.990, result=PASS
77300000, offset=248.0, corrected=77300111, state=NORMAL, confidence=0.990, result=PASS
77400000, offset=231.0, corrected=77400112, state=NORMAL, confidence=0.990, result=PASS
77500000, offset=121.0, corrected=77500113, state=NORMAL, confidence=0.990, result=PASS
77600000, offset=163.0, corrected=77600113, state=NORMAL, confidence=0.990, result=PASS
77700000, offset=187.0, corrected=77700109, state=NORMAL, confidence=0.990, result=PASS
77800000, offset=196.0, corrected=77800106, state=NORMAL, confidence=0.990, result=PASS
77900000, offset=231.0, corrected=77900102, state=NORMAL, confidence=0.990, result=PASS
78000000, offset=208.0, corrected=78000101, state=NORMAL, confidence=0.990, result=PASS
78100000, offset=133.0, corrected=78100099, state=NORMAL, confidence=0.990, result=PASS
78200000, offset=219.0, corrected=78200100, state=NORMAL, confidence=0.990, result=PASS
78300000, offset=230.0, corrected=78300102, state=NORMAL, confidence=0.990, result=PASS
78400000, offset=227.0, corrected=78400103, state=NORMAL, confidence=0.990, result=PASS
78500000, offset=254.0, corrected=78500105, state=NORMAL, confidence=0.990, result=PASS
78600000, offset=241.0, corrected=78600108, state=NORMAL, confidence=0.990, result=PASS
78700000, offset=222.0, corrected=78700110, state=NORMAL, confidence=0.990, result=PASS
78800000, offset=196.0, corrected=78800111, state=NORMAL, confidence=0.990, result=PASS
78900000, offset=116.0, corrected=78900112, state=NORMAL, confidence=0.990, result=PASS
79000000, offset=221.0, corrected=79000111, state=NORMAL, confidence=0.990, result=PASS
79100000, offset=210.0, corrected=79100110, state=NORMAL, confidence=0.990, result=PASS
79200000, offset=213.0, corrected=79200109, state=NORMAL, confidence=0.990, result=PASS
79300000, offset=136.0, corrected=79300108, state=NORMAL, confidence=0.990, result=PASS
79400000, offset=145.0, corrected=79400107, state=NORMAL, confidence=0.990, result=PASS
79500000, offset=252.0, corrected=79500106, state=NORMAL, confidence=0.990, result=PASS
79600000, offset=198.0, corrected=79600104, state=NORMAL, confidence=0.990, result=PASS
79700000, offset=234.0, corrected=79700103, state=NORMAL, confidence=0.990, result=PASS
79800000, offset=201.0, corrected=79800102, state=NORMAL, confidence=0.990, result=PASS
79900000, offset=201.0, corrected=79900102, state=NORMAL, confidence=0.990, result=PASS
80000000, offset=246.0, corrected=80000101, state=NORMAL, confidence=0.990, result=PASS
80100000, offset=174.0, corrected=80100101, state=NORMAL, confidence=0.990, result=PASS
80200000, offset=204.0, corrected=80200101, state=NORMAL, confidence=0.990, result=PASS
80300000, offset=176.0, corrected=80300100, state=NORMAL, confidence=0.990, result=PASS
80400000, offset=178.0, corrected=80400098, state=NORMAL, confidence=0.990, result=PASS
80500000, offset=184.0, corrected=80500096, state=NORMAL, confidence=0.990, result=PASS
80600000, offset=211.0, corrected=80600095, state=NORMAL, confidence=0.990, result=PASS
80700000, offset=176.0, corrected=80700093, state=NORMAL, confidence=0.990, result=PASS
80800000, offset=262.0, corrected=80800093, state=NORMAL, confidence=0.990, result=PASS
80900000, offset=155.0, corrected=80900092, state=NORMAL, confidence=0.990, result=PASS
81000000, offset=190.0, corrected=81000092, state=NORMAL, confidence=0.990, result=PASS
81100000, offset=178.0, corrected=81100092, state=NORMAL, confidence=0.990, result=PASS
81200000, offset=272.0, corrected=81200092, state=NORMAL, confidence=0.990, result=PASS
81300000, offset=209.0, corrected=81300093, state=NORMAL, confidence=0.990, result=PASS
81400000, offset=251.0, corrected=81400095, state=NORMAL, confidence=0.990, result=PASS
81500000, offset=125.0, corrected=81500097, state=NORMAL, confidence=0.990, result=PASS
81600000, offset=213.0, corrected=81600099, state=NORMAL, confidence=0.990, result=PASS
81700000, offset=244.0, corrected=81700101, state=NORMAL, confidence=0.990, result=PASS
81800000, offset=204.0, corrected=81800102, state=NORMAL, confidence=0.990, result=PASS
81900000, offset=253.0, corrected=81900103, state=NORMAL, confidence=0.990, result=PASS
82000000, offset=174.0, corrected=82000105, state=NORMAL, confidence=0.990, result=PASS
82100000, offset=270.0, corrected=82100108, state=NORMAL, confidence=0.990, result=PASS
82200000, offset=314.0, corrected=82200113, state=NORMAL, confidence=0.990, result=WARN
82300000, offset=181.0, corrected=82300116, state=NORMAL, confidence=0.990, result=PASS
82400000, offset=177.0, corrected=82400112, state=NORMAL, confidence=0.990, result=PASS
82500000, offset=272.0, corrected=82500116, state=NORMAL, confidence=0.990, result=PASS
82600000, offset=278.0, corrected=82600121, state=NORMAL, confidence=0.990, result=PASS
82700000, offset=173.0, corrected=82700115, state=NORMAL, confidence=0.990, result=PASS
82800000, offset=178.0, corrected=82800110, state=NORMAL, confidence=0.990, result=PASS
82900000, offset=185.0, corrected=82900106, state=NORMAL, confidence=0.990, result=PASS
83000000, offset=132.0, corrected=83000102, state=NORMAL, confidence=0.990, result=PASS
83100000, offset=154.0, corrected=83100097, state=NORMAL, confidence=0.990, result=PASS
83200000, offset=149.0, corrected=83200092, state=NORMAL, confidence=0.990, result=PASS
83300000, offset=161.0, corrected=83300088, state=NORMAL, confidence=0.990, result=PASS
83400000, offset=198.0, corrected=83400084, state=NORMAL, confidence=0.990, result=PASS
83500000, offset=211.0, corrected=83500083, state=NORMAL, confidence=0.990, result=PASS
83600000, offset=277.0, corrected=83600085, state=NORMAL, confidence=0.990, result=PASS
83700000, offset=150.0, corrected=83700088, state=NORMAL, confidence=0.990, result=PASS
83800000, offset=249.0, corrected=83800092, state=NORMAL, confidence=0.990, result=PASS
83900000, offset=189.0, corrected=83900095, state=NORMAL, confidence=0.990, result=PASS
84000000, offset=197.0, corrected=84000096, state=NORMAL, confidence=0.990, result=PASS
84100000, offset=233.0, corrected=84100096, state=NORMAL, confidence=0.990, result=PASS
84200000, offset=143.0, corrected=84200097, state=NORMAL, confidence=0.990, result=PASS
84300000, offset=219.0, corrected=84300097, state=NORMAL, confidence=0.990, result=PASS
84400000, offset=208.0, corrected=84400098, state=NORMAL, confidence=0.990, result=PASS
84500000, offset=224.0, corrected=84500101, state=NORMAL, confidence=0.990, result=PASS
84600000, offset=214.0, corrected=84600102, state=NORMAL, confidence=0.990, result=PASS
84700000, offset=322.0, corrected=84700104, state=NORMAL, confidence=0.990, result=WARN
84800000, offset=168.0, corrected=84800105, state=NORMAL, confidence=0.990, result=PASS
84900000, offset=173.0, corrected=84900105, state=NORMAL, confidence=0.990, result=PASS
85000000, offset=168.0, corrected=85000102, state=NORMAL, confidence=0.990, result=PASS
85100000, offset=172.0, corrected=85100098, state=NORMAL, confidence=0.990, result=PASS
85200000, offset=168.0, corrected=85200095, state=NORMAL, confidence=0.990, result=PASS
85300000, offset=259.0, corrected=85300092, state=NORMAL, confidence=0.990, result=PASS
85400000, offset=271.0, corrected=85400090, state=NORMAL, confidence=0.990, result=PASS
85500000, offset=171.0, corrected=85500089, state=NORMAL, confidence=0.990, result=PASS
85600000, offset=158.0, corrected=85600088, state=NORMAL, confidence=0.990, result=PASS
85700000, offset=223.0, corrected=85700093, state=NORMAL, confidence=0.990, result=PASS
85800000, offset=172.0, corrected=85800091, state=NORMAL, confidence=0.990, result=PASS
85900000, offset=231.0, corrected=85900090, state=NORMAL, confidence=0.990, result=PASS
86000000, offset=210.0, corrected=86000093, state=NORMAL, confidence=0.990, result=PASS
86100000, offset=124.0, corrected=86100096, state=NORMAL, confidence=0.990, result=PASS
86200000, offset=277.0, corrected=86200098, state=NORMAL, confidence=0.990, result=PASS
86300000, offset=289.0, corrected=86300102, state=NORMAL, confidence=0.990, result=PASS
86400000, offset=169.0, corrected=86400104, state=NORMAL, confidence=0.990, result=PASS
86500000, offset=180.0, corrected=86500101, state=NORMAL, confidence=0.990, result=PASS
86600000, offset=214.0, corrected=86600102, state=NORMAL, confidence=0.990, result=PASS
86700000, offset=216.0, corrected=86700103, state=NORMAL, confidence=0.990, result=PASS
86800000, offset=232.0, corrected=86800104, state=NORMAL, confidence=0.990, result=PASS
86900000, offset=300.0, corrected=86900105, state=NORMAL, confidence=0.990, result=WARN
87000000, offset=191.0, corrected=87000106, state=NORMAL, confidence=0.990, result=PASS
87100000, offset=160.0, corrected=87100106, state=NORMAL, confidence=0.990, result=PASS
87200000, offset=131.0, corrected=87200104, state=NORMAL, confidence=0.990, result=PASS
87300000, offset=163.0, corrected=87300100, state=NORMAL, confidence=0.990, result=PASS
87400000, offset=198.0, corrected=87400095, state=NORMAL, confidence=0.990, result=PASS
87500000, offset=289.0, corrected=87500092, state=NORMAL, confidence=0.990, result=PASS
87600000, offset=174.0, corrected=87600091, state=NORMAL, confidence=0.990, result=PASS
87700000, offset=211.0, corrected=87700091, state=NORMAL, confidence=0.990, result=PASS
87800000, offset=199.0, corrected=87800093, state=NORMAL, confidence=0.990, result=PASS
87900000, offset=259.0, corrected=87900095, state=NORMAL, confidence=0.990, result=PASS
88000000, offset=326.0, corrected=88000098, state=NORMAL, confidence=0.990, result=WARN
88100000, offset=173.0, corrected=88100100, state=NORMAL, confidence=0.990, result=PASS
88200000, offset=175.0, corrected=88200101, state=NORMAL, confidence=0.990, result=PASS
88300000, offset=252.0, corrected=88300106, state=NORMAL, confidence=0.990, result=PASS
88400000, offset=234.0, corrected=88400108, state=NORMAL, confidence=0.990, result=PASS
88500000, offset=292.0, corrected=88500110, state=NORMAL, confidence=0.990, result=PASS
88600000, offset=229.0, corrected=88600112, state=NORMAL, confidence=0.990, result=PASS
88700000, offset=182.0, corrected=88700113, state=NORMAL, confidence=0.990, result=PASS
88800000, offset=229.0, corrected=88800114, state=NORMAL, confidence=0.990, result=PASS
88900000, offset=255.0, corrected=88900114, state=NORMAL, confidence=0.990, result=PASS
89000000, offset=241.0, corrected=89000114, state=NORMAL, confidence=0.990, result=PASS
89100000, offset=225.0, corrected=89100115, state=NORMAL, confidence=0.990, result=PASS
89200000, offset=253.0, corrected=89200116, state=NORMAL, confidence=0.990, result=PASS
89300000, offset=258.0, corrected=89300118, state=NORMAL, confidence=0.990, result=PASS
89400000, offset=269.0, corrected=89400120, state=NORMAL, confidence=0.990, result=PASS
89500000, offset=232.0, corrected=89500122, state=NORMAL, confidence=0.990, result=PASS
89600000, offset=191.0, corrected=89600123, state=NORMAL, confidence=0.990, result=PASS
89700000, offset=207.0, corrected=89700122, state=NORMAL, confidence=0.990, result=PASS
89800000, offset=260.0, corrected=89800121, state=NORMAL, confidence=0.990, result=PASS
89900000, offset=159.0, corrected=89900117, state=NORMAL, confidence=0.990, result=PASS
90000000, offset=218.0, corrected=90000114, state=NORMAL, confidence=0.990, result=PASS
90100000, offset=180.0, corrected=90100111, state=NORMAL, confidence=0.990, result=PASS
90200000, offset=201.0, corrected=90200108, state=NORMAL, confidence=0.990, result=PASS
90300000, offset=263.0, corrected=90300107, state=NORMAL, confidence=0.990, result=PASS
90400000, offset=209.0, corrected=90400106, state=NORMAL, confidence=0.990, result=PASS
90500000, offset=202.0, corrected=90500105, state=NORMAL, confidence=0.990, result=PASS
90600000, offset=132.0, corrected=90600104, state=NORMAL, confidence=0.990, result=PASS
90700000, offset=237.0, corrected=90700104, state=NORMAL, confidence=0.990, result=PASS
90800000, offset=232.0, corrected=90800103, state=NORMAL, confidence=0.990, result=PASS
90900000, offset=308.0, corrected=90900106, state=NORMAL, confidence=0.990, result=WARN
91000000, offset=184.0, corrected=91000108, state=NORMAL, confidence=0.990, result=PASS
91100000, offset=210.0, corrected=91100110, state=NORMAL, confidence=0.990, result=PASS
91200000, offset=212.0, corrected=91200109, state=NORMAL, confidence=0.990, result=PASS
91300000, offset=278.0, corrected=91300108, state=NORMAL, confidence=0.990, result=PASS
91400000, offset=195.0, corrected=91400108, state=NORMAL, confidence=0.990, result=PASS
91500000, offset=213.0, corrected=91500107, state=NORMAL, confidence=0.990, result=PASS
91600000, offset=230.0, corrected=91600107, state=NORMAL, confidence=0.990, result=PASS
91700000, offset=209.0, corrected=91700106, state=NORMAL, confidence=0.990, result=PASS
91800000, offset=177.0, corrected=91800106, state=NORMAL, confidence=0.990, result=PASS
91900000, offset=209.0, corrected=91900106, state=NORMAL, confidence=0.990, result=PASS
92000000, offset=253.0, corrected=92000105, state=NORMAL, confidence=0.990, result=PASS
92100000, offset=148.0, corrected=92100105, state=NORMAL, confidence=0.990, result=PASS
92200000, offset=206.0, corrected=92200104, state=NORMAL, confidence=0.990, result=PASS
92300000, offset=164.0, corrected=92300104, state=NORMAL, confidence=0.990, result=PASS
92400000, offset=259.0, corrected=92400104, state=NORMAL, confidence=0.990, result=PASS
92500000, offset=123.0, corrected=92500099, state=NORMAL, confidence=0.990, result=PASS
92600000, offset=172.0, corrected=92600096, state=NORMAL, confidence=0.990, result=PASS
92700000, offset=218.0, corrected=92700094, state=NORMAL, confidence=0.990, result=PASS
92800000, offset=278.0, corrected=92800097, state=NORMAL, confidence=0.990, result=PASS
92900000, offset=196.0, corrected=92900097, state=NORMAL, confidence=0.990, result=PASS
93000000, offset=172.0, corrected=93000097, state=NORMAL, confidence=0.990, result=PASS
93100000, offset=294.0, corrected=93100099, state=NORMAL, confidence=0.990, result=PASS
93200000, offset=127.0, corrected=93200099, state=NORMAL, confidence=0.990, result=PASS
93300000, offset=90.0, corrected=93300097, state=NORMAL, confidence=0.990, result=PASS
93400000, offset=222.0, corrected=93400094, state=NORMAL, confidence=0.990, result=PASS
93500000, offset=174.0, corrected=93500093, state=NORMAL, confidence=0.990, result=PASS
93600000, offset=148.0, corrected=93600089, state=NORMAL, confidence=0.990, result=PASS
93700000, offset=235.0, corrected=93700088, state=NORMAL, confidence=0.990, result=PASS
93800000, offset=212.0, corrected=93800091, state=NORMAL, confidence=0.990, result=PASS
93900000, offset=171.0, corrected=93900090, state=NORMAL, confidence=0.990, result=PASS
94000000, offset=135.0, corrected=94000089, state=NORMAL, confidence=0.990, result=PASS
94100000, offset=243.0, corrected=94100092, state=NORMAL, confidence=0.990, result=PASS
94200000, offset=232.0, corrected=94200095, state=NORMAL, confidence=0.990, result=PASS
94300000, offset=195.0, corrected=94300096, state=NORMAL, confidence=0.990, result=PASS
94400000, offset=292.0, corrected=94400100, state=NORMAL, confidence=0.990, result=PASS
94500000, offset=146.0, corrected=94500104, state=NORMAL, confidence=0.990, result=PASS
94600000, offset=123.0, corrected=94600103, state=NORMAL, confidence=0.990, result=PASS
94700000, offset=165.0, corrected=94700099, state=NORMAL, confidence=0.990, result=PASS
94800000, offset=197.0, corrected=94800095, state=NORMAL, confidence=0.990, result=PASS
94900000, offset=212.0, corrected=94900092, state=NORMAL, confidence=0.990, result=PASS
95000000, offset=187.0, corrected=95000092, state=NORMAL, confidence=0.990, result=PASS
95100000, offset=217.0, corrected=95100093, state=NORMAL, confidence=0.990, result=PASS
95200000, offset=137.0, corrected=95200093, state=NORMAL, confidence=0.990, result=PASS
95300000, offset=272.0, corrected=95300095, state=NORMAL, confidence=0.990, result=PASS
95400000, offset=195.0, corrected=95400096, state=NORMAL, confidence=0.990, result=PASS
95500000, offset=255.0, corrected=95500098, state=NORMAL, confidence=0.990, result=PASS
95600000, offset=217.0, corrected=95600100, state=NORMAL, confidence=0.990, result=PASS
95700000, offset=222.0, corrected=95700102, state=NORMAL, confidence=0.990, result=PASS
95800000, offset=228.0, corrected=95800104, state=NORMAL, confidence=0.990, result=PASS
95900000, offset=222.0, corrected=95900106, state=NORMAL, confidence=0.990, result=PASS
96000000, offset=232.0, corrected=96000107, state=NORMAL, confidence=0.990, result=PASS
96100000, offset=266.0, corrected=96100109, state=NORMAL, confidence=0.990, result=PASS
96200000, offset=209.0, corrected=96200111, state=NORMAL, confidence=0.990, result=PASS
96300000, offset=235.0, corrected=96300112, state=NORMAL, confidence=0.990, result=PASS
96400000, offset=195.0, corrected=96400113, state=NORMAL, confidence=0.990, result=PASS
96500000, offset=272.0, corrected=96500114, state=NORMAL, confidence=0.990, result=PASS
96600000, offset=166.0, corrected=96600113, state=NORMAL, confidence=0.990, result=PASS
96700000, offset=290.0, corrected=96700114, state=NORMAL, confidence=0.990, result=PASS
96800000, offset=197.0, corrected=96800111, state=NORMAL, confidence=0.990, result=PASS
96900000, offset=128.0, corrected=96900108, state=NORMAL, confidence=0.990, result=PASS
97000000, offset=206.0, corrected=97000105, state=NORMAL, confidence=0.990, result=PASS
97100000, offset=165.0, corrected=97100103, state=NORMAL, confidence=0.990, result=PASS
97200000, offset=242.0, corrected=97200101, state=NORMAL, confidence=0.990, result=PASS
97300000, offset=167.0, corrected=97300097, state=NORMAL, confidence=0.990, result=PASS
97400000, offset=177.0, corrected=97400095, state=NORMAL, confidence=0.990, result=PASS
97500000, offset=105.0, corrected=97500092, state=NORMAL, confidence=0.990, result=PASS
97600000, offset=177.0, corrected=97600091, state=NORMAL, confidence=0.990, result=PASS
97700000, offset=78.0, corrected=97700088, state=NORMAL, confidence=0.990, result=PASS
97800000, offset=120.0, corrected=97800083, state=NORMAL, confidence=0.990, result=PASS
97900000, offset=238.0, corrected=97900077, state=NORMAL, confidence=0.990, result=PASS
98000000, offset=239.0, corrected=98000078, state=NORMAL, confidence=0.990, result=PASS
98100000, offset=221.0, corrected=98100084, state=NORMAL, confidence=0.990, result=PASS
98200000, offset=151.0, corrected=98200090, state=NORMAL, confidence=0.990, result=PASS
98300000, offset=197.0, corrected=98300095, state=NORMAL, confidence=0.990, result=PASS
98400000, offset=199.0, corrected=98400096, state=NORMAL, confidence=0.990, result=PASS
98500000, offset=142.0, corrected=98500097, state=NORMAL, confidence=0.990, result=PASS
98600000, offset=275.0, corrected=98600098, state=NORMAL, confidence=0.990, result=PASS
98700000, offset=243.0, corrected=98700098, state=NORMAL, confidence=0.990, result=PASS
98800000, offset=188.0, corrected=98800099, state=NORMAL, confidence=0.990, result=PASS
98900000, offset=201.0, corrected=98900099, state=NORMAL, confidence=0.990, result=PASS
99000000, offset=210.0, corrected=99000100, state=NORMAL, confidence=0.990, result=PASS
99100000, offset=97.0, corrected=99100100, state=NORMAL, confidence=0.990, result=PASS
99200000, offset=187.0, corrected=99200099, state=NORMAL, confidence=0.990, result=PASS
99300000, offset=165.0, corrected=99300098, state=NORMAL, confidence=0.990, result=PASS
99400000, offset=149.0, corrected=99400094, state=NORMAL, confidence=0.990, result=PASS
99500000, offset=185.0, corrected=99500092, state=NORMAL, confidence=0.990, result=PASS
99600000, offset=289.0, corrected=99600091, state=NORMAL, confidence=0.990, result=PASS
99700000, offset=232.0, corrected=99700091, state=NORMAL, confidence=0.990, result=PASS
99800000, offset=171.0, corrected=99800091, state=NORMAL, confidence=0.990, result=PASS
99900000, offset=228.0, corrected=99900095, state=NORMAL, confidence=0.990, result=PASS
